1,82708135
1,57926110
1,50584567
1,30760175
1,30808004
1,30839676
1,30795917
1,30535804
1,30622570
1,30994164
1,30648642
1,30715594
1,30853280
1,80392992
1,70137116
1,82925142
1,63413597
1,50658558
1,34645762
1,30827917
1,30811510
1,65910426
1,30784812
1,84240688
1,60690639
1,46299206
1,84039760
1,56682391
1,47596829
1,38342289
1,74707304
1,61616656
1,50354701
1,83758923
1,64057640
1,54379457
1,87325560
1,69832596
1,31175653
1,30825155
1,31127982
1,30970049
1,30854610
1,30844104
1,30756782
1,30830730
1,31018458
1,30984323
1,30995609
1,30934706
1,31019766
1,30779622
1,30798444
1,30679262
1,30673884
1,30475244
1,30764254
1,30577076
1,30689346
1,30960122
1,30861822
1,31751130
1,83635573
1,82633263
1,83088790
1,60584624
1,52515677
1,81851352
1,70549020
1,56807684
1,73674345
1,82150905
1,82873895
1,62407711
1,52003595
1,31084269
1,30847652
1,30875386
1,30709982
1,82447883
1,58909556
1,31035390
1,30876811
1,30845918
1,31021072
1,30842720
1,30733565
1,30704434
1,30789282
1,30778040
1,30840588
1,30645907
1,30612618
1,30587676
1,30824316
1,30820058
1,30937148
1,30773860
1,30715428
1,30835064
1,30804936
1,30758402
1,30900170
1,30738774
1,30917304
1,30699448
1,30936088
1,30695046
1,30744934
1,30582608
1,30690982
1,30594474
1,31842472
1,74466955
1,51407404
1,48600259
1,31657456
1,30754728
1,30616967
1,30693574
1,30869644
1,30719082
1,30872312
1,30768718
1,56990087
1,81894348
1,61981924
1,48644185
1,31112468
1,30809809
1,30811796
1,30693566
1,30903474
1,85357939
1,77767972
1,85143203
1,63059862
1,50645538
1,30704706
1,30513032
1,30781744
1,30736374
1,30597318
1,30649680
1,30813580
1,30955222
1,30823428
1,30756922
1,30956703
1,30873409
1,31815802
1,32008961
1,30683646
1,30985281
1,30703678
1,83769981
1,64929962
1,52823344
1,55928786
1,30804279
1,30501824
1,32385918
1,30863786
1,31001366
1,30925155
1,31083454
1,30812562
1,30975802
1,30801656
1,30831730
1,31007196
1,31037246
1,30780266
1,30978781
1,77125563
1,63738474
1,51700898
1,31165372
1,30868114
1,30921186
1,30899714
1,83673198
1,60549846
1,46408086
1,30882864
1,30875352
1,30693084
1,30820358
1,30981994
1,72559344
1,62064516
1,49006329
1,31285646
1,30793832
1,31001540
1,30682718
1,30635496
1,31634851
1,30780420
1,30957852
1,30629702
1,30846216
1,30744972
1,30731621
1,86301207
1,64061544
1,54280809
1,34976349
1,31615102
1,80929736
1,59086159
1,43671627
1,30960133
1,30850518
1,30796540
1,30715552
1,30741492
1,30779130
1,30747826
1,30864880
1,30784264
1,30652666
1,30760250
1,30776137
1,30700686
1,30859024
1,30678760
1,30703472
1,30682926
1,30644074
1,30871819
1,30990628
1,76196220
1,62434933
1,50005517
1,31065896
1,30842614
1,30925977
1,31388273
1,30866722
1,30869784
1,30942117
1,30894246
1,31127822
1,30809717
1,30861158
1,30797342
1,31057312
1,31091474
1,30862646
1,30704686
1,82376210
1,61178676
1,44915983
1,30746634
1,30770326
1,30732314
1,30623100
1,30491172
1,30737014
1,30843758
1,30885120
1,30761598
1,33081608
1,30717806
1,30821082
1,31304806
1,85392238
1,61237292
1,47128100
1,31313820
1,31111780
1,30696641
1,87346623
1,67050529
1,54634320
1,39679870
1,30863226
1,30803232
1,30788360
1,82710996
1,59851372
1,44918309
1,30713780
1,32634418
1,31484005
1,30889394
1,31120507
1,30857806
1,30983486
1,30843810
1,83870650
1,61100211
1,51862291
1,30672630
1,30838598
1,80647222
1,62353644
1,49249178
1,30895308
1,30842779
1,30987066
1,30737412
1,30765754
1,30951638
1,30902336
1,30778574
1,30727564
1,30646895
1,32116992
1,30977366
1,30914344
1,30838322
1,31276657
1,30773183
1,30967908
1,30943282
1,30758008
1,30812316
1,30703698
1,30778182
1,30921876
1,30686468
1,30979066
1,30864065
1,30931165
1,30822288
1,30794822
1,30826504
1,71963039
1,62018746
1,47893728
1,31231726
1,30760182
1,30933942
1,30782216
1,31257458
1,31612984
1,32407906
1,31066610
1,30856186
1,30790658
1,30713476
1,30864920
1,31112730
1,30908970
1,30900132
1,30904610
1,30890184
1,30995498
1,30782408
1,67686889
1,30567330
1,62310654
1,30870910
1,30833722
1,30774702
1,30843658
1,30908266
1,30780466
1,30837458
1,80516119
1,53637206
1,80062502
1,39816345
1,30958114
1,30897794
1,83515806
1,61109583
1,46769609
1,75529122
1,52661278
1,39619935
1,31340373
1,79264427
1,84035576
1,83838694
1,70334115
1,53895997
1,82384082
1,72150199
1,73637251
1,57117707
1,85595491
1,57493974
1,37844462
1,30705374
1,30940330
1,31062302
1,81344903
1,53570731
1,30785592
1,30906816
1,80707397
1,70894987
1,30741302
1,30593444
1,30751814
1,31026846
1,30581376
1,31002208
1,31715184
1,30826738
1,30680718
1,30984990
1,31016164
1,30851082
1,30791808
1,30705970
1,69962343
1,55101054
1,54297910
1,43356544
1,30817826
1,81971521
1,64781268
1,52760707
1,84174472
1,62214692
1,52907562
1,37248498
1,30962544
1,31557426
1,30946568
1,30690032
1,30667314
1,31412638
1,30785774
1,30880556
1,30686003
1,30719580
1,30884174
1,30671698
1,30801175
1,31307541
1,65384135
1,30982942
1,67513443
1,62388760
1,53547339
1,39764770
1,30689463
1,30742214
1,30808586
1,30726160
1,30897812
1,30687457
1,30580848
1,31245210
1,30816600
1,85834753
1,61475478
1,50281686
1,34310152
1,30772368
1,30814570
1,83460206
1,59096052
1,82581541
1,60098547
1,44725310
1,30746640
1,32137538
1,82870483
1,62142488
1,52794451
1,37393413
1,30733204
1,30901374
1,30869718
1,30779310
1,83924788
1,60680371
1,85332221
1,66603164
1,80980879
1,85072618
1,62725251
1,83780650
1,64930268
1,54462964
1,43867280
1,82344229
1,53713518
1,37310353
1,32713795
1,30809078
1,30756910
1,30956371
1,30645609
1,30730710
1,30880917
1,30753276
1,30948302
1,30764752
1,31061288
1,30887988
1,30609830
1,30988540
1,30955572
1,30996778
1,71520268
1,66441951
1,66620072
1,55046246
1,83848880
1,61329381
1,46360943
1,31119456
1,31399319
1,84523550
1,70632966
1,57215312
1,82433169
1,62368076
1,86667936
1,61173437
1,82437304
1,60152846
1,45581008
1,30901198
1,83429966
1,62321573
1,53947550
1,30959853
1,30714084
1,31050610
1,80083938
1,59040221
1,46537267
1,30599234
1,31002280
1,30741798
1,31023040
1,83737284
1,64783624
1,81927903
1,85043682
1,67622189
1,30927051
1,30799960
1,30579510
1,30884684
1,30677542
1,30615642
1,31209156
1,66459323
1,56535076
1,82855564
1,83721487
1,83695549
1,82836286
1,86768562
1,61288598
1,82663992
1,59925175
1,48441814
1,30867416
1,30916402
1,30677390
1,81826410
1,57108683
1,84966355
1,64746988
1,52915355
1,84439224
1,57765369
1,50027455
1,30713456
1,80753730
1,61497468
1,47460134
1,35533120
1,62387030
1,49637227
1,30784210
1,30704126
1,30696804
1,84932767
1,60741821
1,85460196
1,60251917
1,30843802
1,30769650
1,30738562
1,30762840
1,30796216
1,30787372
1,30777090
1,31073755
1,31172330
1,30802663
1,30636836
1,30742766
1,77627321
1,63747620
1,53788264
1,31017882
1,30875202
1,81368043
1,61441429
1,46567213
1,30746944
1,30860863
1,30652999
1,30804638
1,30600240
1,30824316
1,30814710
1,30969242
1,31147910
1,30894510
1,30904176
1,30723438
1,30785796
1,30895256
1,80635803
1,62051552
1,54436090
1,30902214
1,30920964
1,31258608
1,30878702
1,30911370
1,30604870
1,30852444
1,30768107
1,30780938
1,31198838
1,30946086
1,30837006
1,84551946
1,61597314
1,82386666
1,67359261
1,55123312
1,73290850
1,57898453
1,48439131
1,36044250
1,30764510
1,30815048
1,30941588
1,30798054
1,80657430
1,79098465
1,59640916
1,44499461
1,82804198
1,60010588
1,51335478
1,81770390
1,63391201
1,51908948
1,30640147
1,30728070
1,30709244
1,31024516
1,30926978
1,82489180
1,61799542
1,50559787
1,85283923
1,67181832
1,52470241
1,66706692
1,53086052
1,85234068
1,65120389
1,52265241
1,33170227
1,80185897
1,61626366
1,47798746
1,30801667
1,31192958
1,30941204
1,30734030
1,30832894
1,30947944
1,30807492
1,30797708
1,30798366
1,30738272
1,83083512
1,61287393
1,52356514
1,38960164
1,30717668
1,30907528
1,30711342
1,31157150
1,30738670
1,30722803
1,30891642
1,30879508
1,30844518
1,30896402
1,30843106
1,30735224
1,30767236
1,30691094
1,30756374
1,30689618
1,30872245
1,30759112
1,30776348
1,31225764
1,30952808
1,30687200
1,30807132
1,30771740
1,31006300
1,30752276
1,83282824
1,60775185
1,85429907
1,66636409
1,56935798
1,49630914
1,30902951
1,82131771
1,70593176
1,55066553
1,36248920
1,30781136
1,30662982
1,30769642
1,30786200
1,31050934
1,82070618
1,59978254
1,44899518
1,30670064
1,30589474
1,30591314
1,30804214
1,31149657
1,30879678
1,30699342
1,30904048
1,83561718
1,60047096
1,45356479
1,30590856
1,85402226
1,61600822
1,54870767
1,84065468
1,60378877
1,85881738
1,68331521
1,83299024
1,60034327
1,45294604
1,30666610
1,30616556
1,30725132
1,85607203
1,62320160
1,82806171
1,60779621
1,46224205
1,30764418
1,30751182
1,30894920
1,30936874
1,30791454
1,30971876
1,30951478
1,30956308
1,30666590
1,30901270
1,30887598
1,30715980
1,30855422
1,51873293
1,30694684
1,31288426
1,30786355
1,30960114
1,30836284
1,31026764
1,30855656
1,30812000
1,77203506
1,58291351
1,41973079
1,30988352
1,40859511
1,30829884
1,31372699
1,30807558
1,31285692
1,30741930
1,30859678
1,30776388
1,30765754
1,30910902
1,30669228
1,30877326
1,30858604
1,79005083
1,70125442
1,54970427
1,85987414
1,63169042
1,79545142
1,57784176
1,53517139
1,40774351
1,30961974
1,30716778
1,30854434
1,30864650
1,30793518
1,30878291
1,30879738
1,30818866
1,85543529
1,61296652
1,82518276
1,66114119
1,30844190
1,30838490
1,30855222
1,30985154
1,30762582
1,31179186
1,30881156
1,30830344
1,30948940
1,30758452
1,30789512
1,30747792
1,82535023
1,54516917
1,40137369
1,30876738
1,30431594
1,30814038
1,30739020
1,30581268
1,30954160
1,30817490
1,79547928
1,60315032
1,53349468
1,38517129
1,82557074
1,65838699
1,51249213
1,32146765
1,83766022
1,56786703
1,85569471
1,61912014
1,54356697
1,82780424
1,66323980
1,53322893
1,42063483
1,32640989
1,86787646
1,62928124
1,49164284
1,33911696
1,30671634
1,30970048
1,30828336
1,30813578
1,30754968
1,31011946
1,30882680
1,30690122
1,82427557
1,66113815
1,78964788
1,61656948
1,47316004
